id,current_slug,new_code,new_slug,name_pl,name_en,category_name,primary_category_name,ean_standard,slug_collision_group,notes
01ac35dc-aa31-4c59-ac0a-f751df89944e,KIMCHI-4069,ADG-000894,mochi-ryzowe-ciasteczka-z-mlecznym-nadzieniem-80g-royal-family,Mochi ryżowe ciasteczka z mlecznym nadzieniem 80g - Royal Family,Mochi Rice Cakes with Milk Filling 80g - Royal Family,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
f378a494-80e2-4083-a49b-6d3165ead5c9,KIMCHI-4070,ADG-000895,mochi-ryzowe-ciasteczka-z-bananowym-nadzieniem-80g-royal-family,Mochi ryżowe ciasteczka z bananowym nadzieniem 80g - Royal Family,Mochi rice cakes with banana filling 80g - Royal Family,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
4b6aed52-e3e6-4ebd-8f40-1c3c86dc3583,KIMCHI-4072,ADG-000896,makaron-soba-300g-ayuko,Makaron soba 300g - AYUKO,Soba Noodles 300g - AYUKO,Makaron pszenny,Makaron pszenny,,,missing_ean_standard
0efcc597-19a2-4f6b-b2c3-9a9745bd03df,KIMCHI-4073,ADG-000897,makaron-pszenny-udon-300g-ayuko,Makaron pszenny Udon 300g - AYUKO,Wheat Udon Noodles 300g - AYUKO,Makaron pszenny,Makaron pszenny,,,missing_ean_standard
a2e268c6-7f1c-48ca-9605-004d61ef9d8e,KIMCHI-4074,ADG-000898,makaron-ramen-300g-ayuko,Makaron ramen 300g - AYUKO,Wheat Ramen Noodles 300g - AYUKO,Makaron pszenny,Makaron pszenny,,,missing_ean_standard
da2d4dbb-847e-49fd-8fda-b3634b519907,KIMCHI-4076,ADG-000899,chicharon-hot-and-spicy-chrupki-miesne-skorki-wieprzowe-o-smaku-ostrego-chili-50g-pinoy-kitchen,"Chicharon Hot & Spicy, chrupki mięsne, skórki wieprzowe o smaku ostrego chili 50g - Pinoy Kitchen","Chicharon Hot & Spicy, 50g - Pinoy Kitchen",Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
dfd872ad-369a-4335-a3ba-1463be314045,KIMCHI-4077,ADG-000900,chicharon-salt-and-vinegar-chrupki-miesne-skorki-wieprzowe-o-smaku-soli-i-octu-50g-pinoy-kitchen,"Chicharon Salt & Vinegar, chrupki mięsne, skórki wieprzowe o smaku soli i octu 50g - Pinoy Kitchen","Chicharon Salt & Vinegar, 50g - Pinoy Kitchen",Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
d2274c7c-6ad5-484f-8256-b66c5d771c66,KIMCHI-4098,ADG-000901,danie-instant-tteokbokki-kluski-ryzowe-w-pikantnym-sosie-160g-sempio,"Danie instant Tteokbokki, kluski ryżowe w pikantnym sosie 160g - Sempio","Instant Tteokbokki, rice cakes in spicy sauce 160g - Sempio",Dania gotowe,Dania gotowe,,,missing_ean_standard
73f84fcb-c4f7-488c-b7dc-db881e153c46,KIMCHI-4099,ADG-000902,danie-instant-tteokbokki-kluski-ryzowe-w-slodko-pikantnym-sosie-160g-sempio,"Danie instant Tteokbokki, kluski ryżowe w słodko-pikantnym sosie 160g - Sempio","Instant Tteokbokki, rice cakes in sweet and spicy sauce 160g - Sempio",Dania gotowe,Dania gotowe,,,missing_ean_standard
6df11ba7-dfd2-4121-b3e1-a446888745ef,KIMCHI-4100,ADG-000903,sos-krewetkowy-sambal-terasi-190g-uleg,Sos krewetkowy Sambal Terasi 190g - Uleg,Shrimp Sauce Sambal Terasi 190g - Uleg,Pasty smakowe,Pasty smakowe,,,missing_ean_standard
5072930c-d425-4333-b0e2-2be3180e1fb7,KIMCHI-4132,ADG-000904,przyprawa-bumbu-rendang-50g-finna,Przyprawa Bumbu Rendang 50g - Finna,Bumbu Rendang Spice 50g - Finna,Przyprawy,Przyprawy,,,missing_ean_standard
f1a9afa6-f10a-4ab0-9b95-ffa3cb322c48,KIMCHI-4133,ADG-000905,sos-sambal-kemiri-180g-uleg,Sos Sambal Kemiri 180g - Uleg,Sambal Kemiri Sauce 180g - Uleg,Pasty smakowe,Pasty smakowe,,,missing_ean_standard
03bb633a-d5e1-43cc-8da2-cf303ea4de61,KIMCHI-4134,ADG-000906,sos-sambal-pedas-190g-uleg,Sos Sambal Pedas 190g - Uleg,Sambal Pedas Sauce 190g - Uleg,Pasty smakowe,Pasty smakowe,,,missing_ean_standard
fac463d0-6e72-4a76-8c2f-4f5c2b7e5e9a,KIMCHI-4135,ADG-000907,ocet-z-brazowego-ryzu-100-500ml-sempio,Ocet z brązowego ryżu 100% 500ml - Sempio,100% Brown Rice Vinegar 500ml - Sempio,Octy i winne przyprawy,Octy i winne przyprawy,,,missing_ean_standard
0245b2a9-e9ac-46c2-a791-17c9eae7af0a,KIMCHI-4136,ADG-000908,cukierki-imbirowe-original-ginger-125g-gingerbon,Cukierki imbirowe Original Ginger 125g - Gingerbon,Original Ginger Candies 125g - Gingerbon,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
885c02f4-b137-4c96-9d66-2e72a0e4e3c5,KIMCHI-4137,ADG-000909,cukierki-imbirowe-ginger-honey-lemon-z-cytryna-i-miodem-125g-gingerbon,Cukierki imbirowe Ginger Honey Lemon z cytryną i miodem 125g - Gingerbon,Ginger Honey Lemon Candies 125g - Gingerbon,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
f69cc493-dbd3-457e-9433-daf8eefe62bc,KIMCHI-4138,ADG-000910,ocet-jablkowy-100-500ml-sempio,Ocet jabłkowy 100% 500ml - Sempio,100% Apple Cider Vinegar 500ml - Sempio,Octy i winne przyprawy,Octy i winne przyprawy,,,missing_ean_standard
c04bc44c-b753-4dc2-98ac-d10440df5ff1,KIMCHI-4139,ADG-000911,pulpa-z-mango-alphonso-450g-qf,Pulpa z mango alphonso 450g - QF,Alphonso Mango Pulp 450g - QF,Owoce / Marynowane warzywa,Owoce / Marynowane warzywa,,,missing_ean_standard
c5ca1b68-e968-421c-a3ae-6fa8e466cf81,KIMCHI-4140,ADG-000912,orzechy-kemiri-kirimi-candlenuts-cale-100g-lucullus,"Orzechy kemiri, kirimi (candlenuts) całe 100g - Lucullus",Candlenuts whole 100g - Lucullus,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
c83fbf33-5ad5-4b8b-9219-7912a22af49c,KIMCHI-4141,ADG-000913,prazynki-chipsy-do-smazenia-kerupuk-250g-lucullus,Prażynki chipsy do smażenia Kerupuk 250g - Lucullus,Kerupuk Frying Chips 250g - Lucullus,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
6983b76e-062e-4a24-a21b-1da567123dd9,KIMCHI-4142,ADG-000914,wolowina-konserwowa-corned-beef-340g-hereford,Wołowina konserwowa Corned Beef 340g - Hereford,Corned Beef 340g - Hereford,Dania gotowe,Dania gotowe,,,missing_ean_standard
b6bff32b-544b-472f-ac0d-5300d2737f42,KIMCHI-4144,ADG-000915,tapioka-czarna-perelki-1kg-wufuyuan,Tapioka czarna perełki 1kg - WuFuYuan,Black Tapioca Pearls 1kg - WuFuYuan,Mąki / Panierki / Tapioka,Mąki / Panierki / Tapioka,,,missing_ean_standard
9685e82f-fcf2-40ab-b3bc-83874eb07b4f,KIMCHI-4172,ADG-000916,sos-ostrygowy-panda-510g-lee-kum-kee,Sos ostrygowy Panda 510g - Lee Kum Kee,Oyster Sauce Panda 510g - Lee Kum Kee,"Sosy, marynaty","Sosy, marynaty",,,missing_ean_standard
288d1bc6-b883-4569-a929-0f92cfc1ff33,KIMCHI-4173,ADG-000917,s-and-b-oriental-curry-powder-mieszanka-curry-w-proszku-85g,"S&B Oriental Curry Powder, mieszanka curry w proszku 85g","S&B Oriental Curry Powder, Curry Powder Mix 85g",Przyprawy,Przyprawy,,,missing_ean_standard
bd59cd53-1481-4ae3-aa93-f5d269ea31c9,KIMCHI-4176,ADG-000918,zupa-makaronowa-premium-shin-ramyun-black-z-wolowina-i-grzybami-srednio-ostra-130g-nongshim,"Zupa makaronowa Premium Shin Ramyun Black z wołowiną i grzybami, średnio ostra 130g - Nongshim","Premium Shin Ramyun Black Noodle Soup with Beef and Mushrooms, Medium Spicy 130g - Nongshim",Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
becfa3f0-6ffd-4eff-b8dc-56f81a4f5faf,KIMCHI-4177,ADG-000919,oryginalne-danie-shin-ramyun-stir-fry-bardzo-ostre-131g-nongshim,"Oryginalne danie Shin Ramyun Stir Fry, bardzo ostre 131g - Nongshim","Original Shin Ramyun Stir Fry, very spicy 131g - Nongshim",Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
1f2e38c1-aeda-448c-a25e-5b7357e29fde,KIMCHI-4179,ADG-000920,kimchi-koreanska-kiszona-kapusta-weganska-bez-sosu-rybnego-150g-bibigo,"Kimchi, koreańska kiszona kapusta, wegańska bez sosu rybnego 150g - Bibigo","Kimchi, Vegan Korean Fermented Cabbage without Fish Sauce 150g - Bibigo",Owoce / Marynowane warzywa,Owoce / Marynowane warzywa,,,missing_ean_standard
eba8a88b-0aa9-4fc3-b4df-8aeaea5793cc,KIMCHI-4183,ADG-000921,kitkat-mini-otona-no-amasa-black-wafelki-z-ciemna-czekolada-torebka-12-sztuk-135-6g-nestle,"KitKat Mini Otona no Amasa Black - wafelki z ciemną czekoladą, torebka 12 sztuk (135,6g) Nestlé","KitKat Mini Otona no Amasa Black - wafers with dark chocolate, bag of 12 pieces (135.6g) Nestlé",Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
56797b26-b976-4a21-80f8-525edd4a73c6,KIMCHI-4190,ADG-000922,chrupki-karamucho-hot-chilli-pikantne-65g-koikeya,"Chrupki Karamucho Hot Chilli, pikantne 65g - Koikeya",Karamucho Hot Chilli Crisps Spicy 65g - Koikeya,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
30d58f49-b867-4319-89ac-b10675b1c288,KIMCHI-4191,ADG-000923,koreanska-herbata-z-yuzu-500g-t-best,Koreańska herbata z yuzu 500g - T'best,Yuzu Tea 500g - T'best,Herbaty,Herbaty,,,missing_ean_standard
44906b13-55f6-45c7-85a7-a426062f3527,KIMCHI-4192,ADG-000924,koreanska-herbata-z-imbirem-500g-t-best,Koreańska herbata z imbirem 500g - T'best,Ginger Tea 500g - T'best,Herbaty,Herbaty,,,missing_ean_standard
232b22b8-54a3-4917-b0dd-26e222d7fc74,KIMCHI-4193,ADG-000925,koreanska-herbata-aloe-vera-z-aloesem-500g-t-best,Koreańska herbata Aloe Vera z aloesem 500g - T'best,Aloe Vera Tea 500g - T'best,Herbaty,Herbaty,,,missing_ean_standard
40f19572-3832-49d0-89d8-8f1ee4dff4a1,KIMCHI-4197,ADG-000926,my-gummy-plum-zelki-o-smaku-sliwkowym-67g-orion,"My Gummy Plum, żelki o smaku śliwkowym 67g - Orion","My Gummy Plum, plum-flavored gummies 67g - Orion",Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
4878392d-1a1a-4085-b298-9879a39dc77d,KIMCHI-4199,ADG-000927,przyprawa-rendang-indonesian-beef-stew-35g-bamboe,Przyprawa Rendang Indonesian Beef Stew 35g - Bamboe,Rendang Indonesian Beef Stew Spice 35g - Bamboe,Przyprawy,Przyprawy,,,missing_ean_standard
035996ea-ee72-43d2-9e78-33de6b9f01fb,KIMCHI-4203,ADG-000928,filety-anchois-75g-mari-del-sus,Filety Anchois 75g - Mari Del Sus,Anchovy Fillets 75g - Mari Del Sus,Dania gotowe,Dania gotowe,,,missing_ean_standard
6a2c85e4-8f85-4170-a875-e5a03e24654b,KIMCHI-4206,ADG-000929,ryz-smazony-blyskawiczny-wegetarianski-80g-mama,Ryż smażony błyskawiczny Wegetariański 80g - MAMA,Instant Vegetarian Fried Rice 80g - MAMA,Dania gotowe,Dania gotowe,,,missing_ean_standard
62472857-4cba-49b7-a4f0-4a2f38ffeb37,KIMCHI-4217,ADG-000930,sos-chili-sriracha-ketchup-200ml-crying-thaiger,Sos chili Sriracha ketchup 200ml - Crying Thaiger,Sriracha Chili Ketchup 200ml - Crying Thaiger,"Sosy, marynaty","Sosy, marynaty",,,missing_ean_standard
bc43181c-d05b-4229-92c9-43965a729889,KIMCHI-4218,ADG-000931,syrop-klonowy-250g-kanadyjski-100-vertmont,Syrop Klonowy 250g Kanadyjski 100% - Vertmont,Maple Syrup 250g Canadian 100% - Vertmont,Syropy,Syropy,,,missing_ean_standard
a2c1dea7-e427-4f91-b85c-0d15cf95b524,KIMCHI-4219,ADG-000932,sos-sojowy-ciemny-premium-150ml-lee-kum-kee,Sos sojowy ciemny Premium 150ml - Lee Kum Kee,Premium Dark Soy Sauce 150ml - Lee Kum Kee,Sos sojowy,Sos sojowy,,,missing_ean_standard
62e4b36d-44b8-4746-9466-a79e2b5cb627,KIMCHI-4220,ADG-000933,sos-sojowy-jasny-premium-150ml-lee-kum-kee,Sos sojowy jasny Premium 150ml - Lee Kum Kee,Premium Light Soy Sauce 150ml - Lee Kum Kee,Sos sojowy,Sos sojowy,,,missing_ean_standard
adfef52e-fb45-4267-92f5-3fae6e413d3d,KIMCHI-4221,ADG-000934,mleko-kokosowe-light-5-7-tluszczu-400ml-asia-kitchen,Mleko kokosowe light 5-7% tłuszczu 400ml - Asia Kitchen,Light Coconut Milk 5-7% Fat 400ml - Asia Kitchen,Mleczko kokosowe,Mleczko kokosowe,,,missing_ean_standard
7e51c483-944b-454c-8072-93d5b1444829,KIMCHI-4225,ADG-000935,buldak-ramyun-original-makaron-instant-o-smaku-ogniscie-ostrego-kurczaka-w-kubku-70g-samyang,Buldak Ramyun Original makaron instant o smaku ogniście ostrego kurczaka w kubku 70g - Samyang,Buldak Ramyun Original Instant Noodles Spicy Chicken Flavor Cup 70g - Samyang,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
a4c28158-042e-47e4-ae18-b82f39b765ea,KIMCHI-4227,ADG-000936,pasta-trawa-cytrynowa-mielona-100ml-thai-hertiage,Pasta trawa cytrynowa mielona 100ml - Thai Hertiage,,Pasty smakowe,Pasty smakowe,,,missing_ean_standard
60581bcf-68be-4a94-aedb-be9820666049,KIMCHI-4228,ADG-000937,sos-unagi-150ml-house-of-asia,Sos Unagi 150ml - House of Asia,Unagi Sauce 150ml - House of Asia,"Sosy, marynaty","Sosy, marynaty",,,missing_ean_standard
4b120881-8db0-4e53-adb7-0dc7e7aebf8a,KIMCHI-4231,ADG-000938,ryz-gotowy-hetban-bialy-kleisty-210g-ottogi,"Ryż gotowy Hetban, biały kleisty 210g - Ottogi",Hetban Sticky White Rice 210g - Ottogi,Ryż i inne ziarna,Ryż i inne ziarna,,,missing_ean_standard
e75266cc-ec82-44bb-a08e-b6c1f3748e99,KIMCHI-4237,ADG-000939,kimchi-original-swieza-kapusta-kimchi-200g-oriental-f-and-b,"Kimchi Original, świeża kapusta kimchi 200g - Oriental F&B","Kimchi Original, Fresh Kimchi Cabbage 200g - Oriental F&B",Kimchi,Kimchi,,,missing_ean_standard
68defaf0-7053-4660-a216-76062ae8a9d4,KIMCHI-4245,ADG-000940,tapioka-pearl-black-sugar-blyskawiczne-perelki-do-bubble-tea-o-smaku-czarnego-cukru-250g-wufuyuan,"Tapioka Pearl Black Sugar, błyskawiczne perełki do Bubble Tea o smaku czarnego cukru 250g - WuFuYuan","Tapioca Pearl Black Sugar, Instant Black Sugar Flavor Bubble Tea Pearls 250g - WuFuYuan",Mąki / Panierki / Tapioka,Mąki / Panierki / Tapioka,,,missing_ean_standard
17ff0e07-0b7e-4b2e-b339-31b9acdb52d7,KIMCHI-4249,ADG-000941,sos-rybny-sezonowany-fermentowany-370g-healthy-boy,Sos rybny sezonowany fermentowany 370g - Healthy Boy,,"Sosy, marynaty","Sosy, marynaty",,,missing_ean_standard
581eaf42-1cbf-4c24-a35d-e1422e92f587,KIMCHI-4257,ADG-000942,ryz-smazony-blyskawiczny-czerwone-curry-z-krewetkami-80g-mama,Ryż smażony błyskawiczny czerwone curry z krewetkami 80g - MAMA,Instant Fried Rice with Red Curry and Shrimp 80g - MAMA,Dania gotowe,Dania gotowe,,,missing_ean_standard
93f1960c-343c-42b3-9968-6f4a090a3782,KIMCHI-4258,ADG-000943,makaron-stir-fry-instant-o-smaku-solonego-jajka-85g-mama-oriental-kitchen,Makaron stir-fry instant o smaku solonego jajka 85g - MAMA Oriental Kitchen,Instant Stir-Fry Noodles with Salted Egg Flavor 85g - MAMA Oriental Kitchen,Dania gotowe,Dania gotowe,,,missing_ean_standard
fa928e39-95b9-4abf-9d63-f6c4e7e4d0ff,KIMCHI-4263,ADG-000944,syrop-koncentrat-marakuja-600ml-teisseire,Syrop koncentrat marakuja 600ml - Teisseire,Passion Fruit Syrup Concentrate 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
c89cb9ca-95d5-4b0c-9ddd-b1311cecc694,KIMCHI-4265,ADG-000945,syrop-koncentrat-brzoskwinia-600ml-teisseire,Syrop koncentrat brzoskwinia 600ml - Teisseire,Peach Syrup Concentrate 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
43d2910f-4f34-41fb-8a20-5f6671c775c2,KIMCHI-4267,ADG-000946,syrop-koncentrat-mojito-zero-cukru-600ml-teisseire,Syrop koncentrat Mojito Zero cukru 600ml - Teisseire,Sugar-Free Mojito Syrup Concentrate 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
1dfcdc8e-69b8-4f0a-9326-723e63a51318,KIMCHI-4268,ADG-000947,syrop-koncentrat-orange-spritz-zero-cukru-600ml-teisseire,Syrop koncentrat Orange Spritz Zero cukru 600ml - Teisseire,Sugar-Free Orange Spritz Syrup Concentrate 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
3c324c36-5aae-4093-9522-f58ce26f3b8a,KIMCHI-4270,ADG-000948,syrop-koncentrat-owoce-tropikalne-zero-cukru-600ml-teisseire,Syrop koncentrat owoce tropikalne Zero cukru 600ml - Teisseire,Sugar-Free Tropical Fruit Syrup Concentrate 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
76a16fe0-1c14-4e49-aaec-2c1214386347,KIMCHI-4273,ADG-000949,syrop-koncentrat-brzoskwinia-zero-cukru-600ml-teisseire,Syrop koncentrat brzoskwinia Zero cukru 600ml - Teisseire,Peach Syrup Zero Sugar 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
a7bff741-d576-4c46-87e4-67facbbf784a,KIMCHI-4274,ADG-000950,syrop-koncentrat-cytryna-i-limonka-zero-cukru-600ml-teisseire,Syrop koncentrat cytryna i limonka Zero cukru 600ml - Teisseire,Lemon and Lime Syrup Zero Sugar 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
6c168608-7f5c-4247-b97a-54d1f73d9a56,KIMCHI-4275,ADG-000951,syrop-koncentrat-kwiat-bzu-zero-cukru-600ml-teisseire,Syrop koncentrat kwiat bzu Zero cukru 600ml - Teisseire,Elderflower Syrup Zero Sugar 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
a9d04044-4f3b-481d-91d7-f781225457ce,KIMCHI-4276,ADG-000952,syrop-koncentrat-truskawka-i-malina-zero-cukru-600ml-teisseire,Syrop koncentrat truskawka i malina Zero cukru 600ml - Teisseire,Sugar-Free Strawberry and Raspberry Syrup Concentrate 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
a401aa80-f5d7-4241-a8e7-7915bdc8f38d,KIMCHI-4277,ADG-000953,syrop-koncentrat-marakuja-zero-cukru-600ml-teisseire,Syrop koncentrat marakuja Zero cukru 600ml - Teisseire,Sugar-Free Passion Fruit Syrup Concentrate 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
1ddc9e66-d1f6-4311-bd89-d0700384c387,KIMCHI-4278,ADG-000954,syrop-koncentrat-pina-colada-zero-cukru-600ml-teisseire,Syrop koncentrat Pina Colada Zero cukru 600ml - Teisseire,Sugar-Free Pina Colada Syrup Concentrate 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
f8f13c43-f066-42c4-b953-378a669806c8,KIMCHI-4281,ADG-000955,syrop-koncentrat-wisniowa-cola-zero-cukru-600ml-teisseire,Syrop koncentrat wiśniowa cola Zero cukru 600ml - Teisseire,Sugar-Free Cherry Cola Syrup Concentrate 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
28fb2b31-7c88-4d0d-a9bf-2b3c18db09b6,KIMCHI-4284,ADG-000956,syrop-koncentrat-pomarancza-bez-cukru-600ml-teisseire,Syrop koncentrat pomarańcza Bez cukru 600ml - Teisseire,Sugar-Free Orange Syrup Concentrate 600ml - Teisseire,Napoje,Napoje,,,missing_ean_standard
753061da-9a37-4ca8-9d5c-bb5166850fe6,KIMCHI-4290,ADG-000957,grzyby-shiitake-w-zalewie-284g-house-of-asia,Grzyby shiitake w zalewie 284g - House of Asia,Shiitake Mushrooms in Marinade 284g - House of Asia,Grzyby shiitake,Grzyby shiitake,,,missing_ean_standard
38bee831-c93e-464b-8d62-457a543e97a8,KIMCHI-4295,ADG-000958,zestaw-do-sushi-sakura-kwiaty-wisni-6-elementow-emro-aziatica,"Zestaw do sushi Sakura kwiaty wiśni, 6 elementów - Emro Aziatica","Sushi Set Sakura Cherry Blossoms, 6 pieces - Emro Aziatica",Komplety do sushi i herbaty,Komplety do sushi i herbaty,,,missing_ean_standard
30bc374d-1486-402d-a218-052bd737d256,KIMCHI-4296,ADG-000959,zestaw-do-sushi-crane-zurawie-6-elementow-emro-aziatica,"Zestaw do sushi Crane żurawie, 6 elementów - Emro Aziatica","Sushi Set Crane, 6 pieces - Emro Aziatica",Komplety do sushi i herbaty,Komplety do sushi i herbaty,,,missing_ean_standard
969ff1a9-8264-4591-a408-5470002168b9,KIMCHI-4301,ADG-000960,cukierki-z-czarnego-i-czerwonego-zen-szenia-geumsan-270g-hongsamin,Cukierki z czarnego i czerwonego żeń-szenia GeumSan 270g - Hongsamin,Black and Red Ginseng Candies GeumSan 270g - Hongsamin,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
50ee78c4-b04f-4e93-8580-58d8f6b0a96f,KIMCHI-4307,ADG-000961,ramen-kyushu-tonkotsu-o-smaku-wieprzowiny-174g-itsuki,Ramen Kyushu Tonkotsu o smaku wieprzowiny 174g - Itsuki,Ramen Kyushu Tonkotsu Pork Flavor 174g - Itsuki,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
a1d51089-e8ff-4ccc-80fa-5447b016ed36,KIMCHI-4308,ADG-000962,ramen-tokyo-yuzushoyu-o-aromacie-yuzu-172g-itsuki,Ramen Tokyo Yuzushoyu o aromacie yuzu 172g - Itsuki,Ramen Tokyo Yuzushoyu Yuzu Aroma 172g - Itsuki,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
defe4faf-2561-4d5a-abb6-ed503dbe5890,KIMCHI-4309,ADG-000963,ramen-hokkaido-yuzushio-o-aromacie-yuzu-170g-itsuki,Ramen Hokkaido Yuzushio o aromacie yuzu 170g - Itsuki,Ramen Hokkaido Yuzushio 170g - Itsuki,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
0af391a0-336b-49af-af76-8f4f0d6f7d6d,KIMCHI-4310,ADG-000964,miekkie-cukierki-z-czarnego-zen-szenia-geumsan-200g-hongsamin,Miękkie cukierki z czarnego żeń-szenia GeumSan 200g - Hongsamin,Soft candies with black ginseng GeumSan 200g - Hongsamin,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
e7a4cba6-7bec-4822-b7d7-5a326c29c996,KIMCHI-4316,ADG-000965,hokkaido-yude-azuki-gotowana-slodka-czerwona-fasola-cala-200g-imuraya,"Hokkaido Yude Azuki, gotowana słodka czerwona fasola cała 200g - Imuraya","Hokkaido Yude Azuki, cooked sweet red beans whole 200g - Imuraya",Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
4d769c3e-6d46-441d-95c7-c8eacfe14e8f,KIMCHI-4317,ADG-000966,pulpa-z-mango-alphonso-2-x-450g-qf,Pulpa z mango alphonso 2 x 450g - QF,Alphonso Mango Pulp 2 x 450g - QF,Owoce / Marynowane warzywa,Owoce / Marynowane warzywa,,,missing_ean_standard
e5d1c540-19f4-4cb3-8cb2-9db1dad17517,KIMCHI-4333,ADG-000967,makaron-ze-slodkich-ziemniakow-500g-ding-xi-brand,Makaron ze słodkich ziemniaków 500g - DING XI BRAND,Sweet Potato Noodles 500g - DING XI BRAND,Makaron szklisty,Makaron szklisty,,,missing_ean_standard
b0afc235-8b9d-4b73-984c-9ea9c01b29e4,KIMCHI-4334,ADG-000968,makaron-ryzowy-vermicelli-bun-gao-400g-icv,Makaron ryżowy Vermicelli Bun Gao 400g - ICV,Vermicelli Rice Noodles 400g - ICV,Makaron ryżowy,Makaron ryżowy,,,missing_ean_standard
56f52edb-5ce7-40a1-986b-2e5e3fc8b953,KIMCHI-4336,ADG-000969,kawa-boss-cafe-au-lait-z-mlekiem-i-cukrem-185ml-suntory,Kawa BOSS Cafe Au Lait z mlekiem i cukrem 185ml - Suntory,BOSS Cafe Au Lait with milk and sugar 185ml - Suntory,Kawy,Kawy,,,missing_ean_standard
f7dd11fc-202c-4525-90b1-6a2327a89846,KIMCHI-4337,ADG-000970,kawa-boss-premium-coffee-z-mlekiem-i-cukrem-185ml-suntory,Kawa BOSS Premium Coffee z mlekiem i cukrem 185ml - Suntory,BOSS Premium Coffee with milk and sugar 185ml - Suntory,Kawy,Kawy,,,missing_ean_standard
5ea9c104-9843-4674-b8e5-9af5c88cc51a,KIMCHI-4338,ADG-000971,zupa-udon-nabeyaki-sukiyaki-w-misce-235g-itsuki,Zupa Udon Nabeyaki Sukiyaki w misce 235g - Itsuki,Udon Nabeyaki Sukiyaki Soup in Bowl 235g - Itsuki,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
dc8fc666-8811-4290-81f4-33f9e97a44a3,KIMCHI-4339,ADG-000972,danie-makaron-yakisoba-ufo-128g-nissin,Danie makaron Yakisoba UFO 128g - Nissin,Yakisoba UFO 128g - Nissin,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
333df603-f734-45cb-9e4e-6b6c982fc205,KIMCHI-4340,ADG-000973,danie-makaron-gotsumori-shio-yakisoba-156g-maruchan,Danie makaron Gotsumori Shio-Yakisoba 156g - Maruchan,Gotsumori Shio-Yakisoba Noodle Dish 156g - Maruchan,Ramyun / Ramen,Ramyun / Ramen,,,missing_ean_standard
fdf28bba-8b3a-49b0-a0d8-c750ce228179,KIMCHI-4341,ADG-000974,furikake-pokemon-w-pojemniku-pikachu-20g-marumiya,Furikake Pokemon w pojemniku Pikachu 20g - Marumiya,Furikake Pokemon in Pikachu container 20g - Marumiya,Przyprawy,Przyprawy,,,missing_ean_standard
d24cab27-d7a2-435a-93c8-1cd401864b48,KIMCHI-4353,ADG-000975,sos-yakisoba-vegan-300g-otafuku,Sos Yakisoba Vegan 300g - Otafuku,Vegan Yakisoba Sauce 300g - Otafuku,"Sosy, marynaty","Sosy, marynaty",,,missing_ean_standard
d103b4f1-140a-4977-9efb-64bc86de46b8,KIMCHI-4354,ADG-000976,yopokki-przekaska-sweet-and-spicy-50g-young-poong,Yopokki przekąska Sweet & Spicy 50g - Young Poong,"Yopokki, Sweet & Spicy Snack 50g - Young Poong",Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
12fffdba-b0fd-4bd2-a7c6-d238d341be93,KIMCHI-4360,ADG-000977,nachos-solone-tortilla-tres-amigos-500g-fanex,Nachos solone tortilla Tres Amigos 500g - Fanex,Salted Nachos Tortilla 500g - Fanex,Słodycze / Przekąski,Słodycze / Przekąski,,,missing_ean_standard
