id,name,slug,product_url,category,skus,eans,ean_sources,price_amounts,stock_values,image_urls,broken_image_urls,dietary_tags,allergens,english_name,english_description,severity,issues
ade5c8b4-ecfd-4795-a2e1-1872e37d4ce3,"Rzodkiew Oshinko (Takuan) marynowana, pocięta 400g - Sakura",rzodkiew-oshinko-takuan-marynowana-pocieta-400g-sakura,https://asiandeligo.eshoper.pro/products/rzodkiew-oshinko-takuan-marynowana-pocieta-400g-sakura,Owoce / Marynowane warzywa,ADG-001166,,,10.9|10.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4796/1.webp,,,,"Oshinko (Takuan) Pickled Radish, Sliced 400g - Sakura","Oshinko (Takuan) pickled radish, sliced for easy serving.",backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
452c753e-7778-4a51-8bc5-55baefd028ad,"Sakura Mochi, oryginalne ryżowe ciasteczka japońskie o smaku wiśni 130g - Seiki",sakura-mochi-oryginalne-ryzowe-ciasteczka-japonskie-o-smaku-wisni-130g-seiki,https://asiandeligo.eshoper.pro/products/sakura-mochi-oryginalne-ryzowe-ciasteczka-japonskie-o-smaku-wisni-130g-seiki,Słodycze / Przekąski,ADG-000989,,,21.9|21.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4374/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-4374/2.webp,,,soybeans,"Sakura Mochi, Original Japanese Rice Cakes with Cherry Flavor 130g - Seiki",Sakura Mochi by Seiki are Japanese rice cakes with a unique floral-fruity aroma from sakura leaf powder. Perfect as a snack with green tea.,backlog,legacy_image_key|non_ascii_category_slug|missing_storage_zone|missing_ean
2cc7d1d2-c0c8-4502-ae79-f1c0e30729b6,Sambal Oelek (chili 64%) z dodatkiem czosnku 225ml - Flying Goose,sambal-oelek-chili-64-z-dodatkiem-czosnku-225ml-flying-goose,https://asiandeligo.eshoper.pro/products/sambal-oelek-chili-64-z-dodatkiem-czosnku-225ml-flying-goose,"Sosy, marynaty",ADG-000138,,,12.99|12.99,100,https://img.zira.pl/asiandeligo/products/KIMCHI-535/1.webp,,,,Sambal Oelek (Chili 64%) with Garlic 225ml - Flying Goose,"Sambal Oelek with garlic, a spicy chili sauce, perfect for enhancing various dishes.",backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
90ceff29-f09e-4c82-af6c-6d749ef797e8,"SHIRATAMA-KO proszek, mąka ryżowa do mochi 85g - King",shiratama-ko-proszek-maka-ryzowa-do-mochi-85g-king,https://asiandeligo.eshoper.pro/products/shiratama-ko-proszek-maka-ryzowa-do-mochi-85g-king,Mąki / Panierki / Tapioka,ADG-000863,,,11.5|11.5,100,https://img.zira.pl/asiandeligo/products/KIMCHI-3990/1.webp,,,,"SHIRATAMA-KO Powder, Rice Flour for Mochi 85g - King",SHIRATAMA-KO powder is rice flour for making mochi.,backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_ean
f4403c8f-faf9-4160-bedb-49275227f93c,"Shiso-dzuke umeboshi, śliwki marynowane z shiso (12% soli) 100g - King of Plum",shiso-dzuke-umeboshi-sliwki-marynowane-z-shiso-12-soli-100g-king-of-plum,https://asiandeligo.eshoper.pro/products/shiso-dzuke-umeboshi-sliwki-marynowane-z-shiso-12-soli-100g-king-of-plum,Owoce / Marynowane warzywa,ADG-001105,,,11.2|11.2,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4684/1.webp,,,,"Shiso-dzuke umeboshi, pickled plums with shiso (12% salt) 100g - King of Plum","Shiso-dzuke umeboshi, Japanese pickled plums with shiso from Ume no Ousama (King of Plum). No refrigeration needed after opening.",backlog,legacy_image_key|missing_allergens|missing_country|missing_ean
c7abe525-3e07-46f7-ab8b-94a7159e4dd7,"Shizuoka Sencha, zielona herbata 50g - Maruka",shizuoka-sencha-zielona-herbata-50g-maruka,https://asiandeligo.eshoper.pro/products/shizuoka-sencha-zielona-herbata-50g-maruka,Herbaty,ADG-000806,,,20.5|20.5,100,https://img.zira.pl/asiandeligo/products/KIMCHI-3796/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-3796/2.webp,,,,"Shizuoka Sencha, green tea 50g - Maruka","Green tea from Shizuoka, Japan, known for its quality and flavor.",backlog,legacy_image_key|missing_allergens|missing_nutrition|missing_ean
3658c95e-acd7-4b3d-9048-c7eb40b3372e,"Skrobia z tapioki, bezglutenowa 400g - Cock Brand",skrobia-z-tapioki-bezglutenowa-400g-cock-brand,https://asiandeligo.eshoper.pro/products/skrobia-z-tapioki-bezglutenowa-400g-cock-brand,Mąki / Panierki / Tapioka,ADG-000124,,,7.7|7.7,100,https://img.zira.pl/asiandeligo/products/KIMCHI-467/1.webp,,gluten-free,,Gluten-free tapioca starch 400g - Cock Brand,Tapioca starch suitable for gluten-free cooking.,backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_ean
63f2b6d1-4c1a-43fb-b97e-49293823b862,Słodka pasta z czerwonej fasoli Anko Tsubuan 500g - Fuji,slodka-pasta-z-czerwonej-fasoli-anko-tsubuan-500g-fuji,https://asiandeligo.eshoper.pro/products/slodka-pasta-z-czerwonej-fasoli-anko-tsubuan-500g-fuji,Słodycze / Przekąski,ADG-000646,,,19.7|19.7,100,https://img.zira.pl/asiandeligo/products/KIMCHI-3082/1.webp,,,,Sweet red bean paste Anko Tsubuan 500g - Fuji,"Sweet red bean paste, commonly used in Asian desserts.",backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_ean
ca7b7a43-6a34-4d8c-99a5-8f5e8ba65544,Słodki sos chili 320g - Sen Soy,slodki-sos-chili-320g-sen-soy,https://asiandeligo.eshoper.pro/products/slodki-sos-chili-320g-sen-soy,"Sosy, marynaty",ADG-000516,,,11.9|11.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2603/1.webp,,,,Sweet chili sauce 320g - Sen Soy,A sweet chili sauce for dipping and cooking.,backlog,legacy_image_key|missing_allergens|missing_country|missing_ean
87f496ac-e804-422f-a8cf-746f017c6974,Słodki sos chili z mango 320g - Sen Soy,slodki-sos-chili-z-mango-320g-sen-soy,https://asiandeligo.eshoper.pro/products/slodki-sos-chili-z-mango-320g-sen-soy,"Sosy, marynaty",ADG-000517,,,10.99|10.99,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2605/1.webp,,,,Sweet chili sauce with mango 320g - Sen Soy,A sweet chili sauce infused with mango flavor.,backlog,legacy_image_key|missing_allergens|missing_country|missing_ean
d41e1380-bb47-443d-867a-05c201800686,Słodko-pikantny sos chili do kurczaka 650ml - Cock Brand,slodko-pikantny-sos-chili-do-kurczaka-650ml-cock-brand,https://asiandeligo.eshoper.pro/products/slodko-pikantny-sos-chili-do-kurczaka-650ml-cock-brand,"Sosy, marynaty",ADG-000097,,,19.5|19.5,100,https://img.zira.pl/asiandeligo/products/KIMCHI-357/1.webp,,,,Sweet and Spicy Chili Sauce for Chicken 650ml - Cock Brand,"A sweet and spicy chili sauce for poultry, perfect for enhancing the flavor of meats, vegetables, and snacks.",backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
e7e3bf86-4cda-483e-9d85-177427a39ed0,Sok z limonki 250ml - Golden Turtle,sok-z-limonki-250ml-golden-turtle,https://asiandeligo.eshoper.pro/products/sok-z-limonki-250ml-golden-turtle,Napoje,ADG-000859,,,7.5|7.5,100,https://img.zira.pl/asiandeligo/products/KIMCHI-3950/1.webp,,,,Lime Juice 250ml - Golden Turtle,Lime juice suitable for beverages and culinary uses.,backlog,legacy_image_key|missing_allergens|missing_nutrition|missing_ean
54a86926-ee2e-4d7b-b96b-ad4d85389e77,"Sól morska do kimchi, drobny kryształ 1kg - CJO Essential",sol-morska-do-kimchi-drobny-krysztal-1kg-cjo-essential,https://asiandeligo.eshoper.pro/products/sol-morska-do-kimchi-drobny-krysztal-1kg-cjo-essential,Sól,ADG-001034,,,32.9|32.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4507/1.webp,,,,"Sea Salt for Kimchi, Fine Crystal 1kg - CJO Essential",Fine sea salt specifically for making kimchi. Ideal for enhancing flavors in your recipes.,backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_ean
cd90e07d-2ad8-4770-b6e6-b4cd2372ba4e,"Sól morska do kimchi, gruby kryształ 1kg - CJO Essential",sol-morska-do-kimchi-gruby-krysztal-1kg-cjo-essential,https://asiandeligo.eshoper.pro/products/sol-morska-do-kimchi-gruby-krysztal-1kg-cjo-essential,Sól,ADG-000421,,,29.99|29.99,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2217/1.webp,,,,"Sea Salt for Kimchi, Coarse Crystal 1kg - CJO Essential",Coarse sea salt made for kimchi. Great for adding texture and flavor to your dishes.,backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_ean
7585efab-6ff2-472d-9ad3-7142c90b2a78,Sos chili Sambal Oelek (chili 86%) 200g - Windmill,sos-chili-sambal-oelek-chili-86-200g-windmill,https://asiandeligo.eshoper.pro/products/sos-chili-sambal-oelek-chili-86-200g-windmill,"Sosy, marynaty",ADG-000832,,,8.7|8.7,100,https://img.zira.pl/asiandeligo/products/KIMCHI-3875/1.webp,,,,Chili Sauce Sambal Oelek (chili 86%) 200g - Windmill,Spicy chili sauce for enhancing various dishes.,backlog,legacy_image_key|missing_allergens|missing_country|missing_ean
d56cf741-5152-46ae-a325-738965bccaf9,Sos chili Sambal Oelek (chili 86%) 750g - Windmill,sos-chili-sambal-oelek-chili-86-750g-windmill,https://asiandeligo.eshoper.pro/products/sos-chili-sambal-oelek-chili-86-750g-windmill,"Sosy, marynaty",ADG-000209,,,18.99|18.99,100,https://img.zira.pl/asiandeligo/products/KIMCHI-860/1.webp,,,,Chili Sauce Sambal Oelek (chili 86%) 750g - Windmill,Large chili sauce for adding spice to meals.,backlog,legacy_image_key|missing_allergens|missing_country|missing_ean
8bd50c35-d933-4851-b7b7-a4e0afd852d2,"Sos chili Sriracha Blackout, ekstremalnie ostry 455ml - Flying Goose",sos-chili-sriracha-blackout-ekstremalnie-ostry-455ml-flying-goose,https://asiandeligo.eshoper.pro/products/sos-chili-sriracha-blackout-ekstremalnie-ostry-455ml-flying-goose,"Sosy, marynaty",ADG-000342,,,37.5|37.5,100,https://img.zira.pl/asiandeligo/products/KIMCHI-1423/1.webp,,,,"Chili Sauce Sriracha Blackout, Extremely Spicy 455ml - Flying Goose",Extremely spicy Sriracha sauce for those who love heat.,backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
a418903f-3562-42dc-b9a4-b02c4aa9d136,"Sos chili Sriracha z czosnkiem, bardzo ostry (chili 51%) 200ml - Flying Goose",sos-chili-sriracha-z-czosnkiem-bardzo-ostry-chili-51-200ml-flying-goose,https://asiandeligo.eshoper.pro/products/sos-chili-sriracha-z-czosnkiem-bardzo-ostry-chili-51-200ml-flying-goose,"Sosy, marynaty",ADG-000119,,,13.7|13.7,100,https://img.zira.pl/asiandeligo/products/KIMCHI-440/1.webp,,,,"Sriracha Chili Sauce with Garlic, Very Spicy (51% Chili) 200ml - Flying Goose",Very spicy Sriracha chili sauce with garlic for a bold flavor.,backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
28810d83-1b5b-453d-b678-1936013f7f67,"Sos chili Sriracha z czosnkiem, ostry (51% chili) 730ml - Flying Goose",sos-chili-sriracha-z-czosnkiem-ostry-51-chili-730ml-flying-goose,https://asiandeligo.eshoper.pro/products/sos-chili-sriracha-z-czosnkiem-ostry-51-chili-730ml-flying-goose,"Sosy, marynaty",ADG-000199,,,30.5|30.5,100,https://img.zira.pl/asiandeligo/products/KIMCHI-836/1.webp,,,,"Sriracha Chili Sauce with Garlic, Spicy (51% Chili) 730ml - Flying Goose",Spicy Sriracha chili sauce with garlic in a 730ml bottle.,backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
b738fcfa-dba8-44a1-b496-dfb2a8dcb59b,"Sos chili Sriracha, bardzo ostry (chili 61%) 730ml - Flying Goose",sos-chili-sriracha-bardzo-ostry-chili-61-730ml-flying-goose,https://asiandeligo.eshoper.pro/products/sos-chili-sriracha-bardzo-ostry-chili-61-730ml-flying-goose,"Sosy, marynaty",ADG-000200,,,25.5|25.5,100,https://img.zira.pl/asiandeligo/products/KIMCHI-838/1.webp,,,,"Chili Sauce Sriracha, Very Spicy (chili 61%) 730ml - Flying Goose",Popular Sriracha sauce used in Asian and European cuisines for adding a spicy flavor.,backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
39090034-fe6f-44dd-93af-8b9661578a96,"Sos chili z czosnkiem, pikantny 368g - Lee Kum Kee",sos-chili-z-czosnkiem-pikantny-368g-lee-kum-kee,https://asiandeligo.eshoper.pro/products/sos-chili-z-czosnkiem-pikantny-368g-lee-kum-kee,"Sosy, marynaty",ADG-000309,,,17.5|17.5,100,https://img.zira.pl/asiandeligo/products/KIMCHI-1287/1.webp,,,,"Chili Sauce with Garlic, Spicy 368g - Lee Kum Kee",Spicy chili sauce with garlic for enhancing your favorite dishes.,backlog,legacy_image_key|missing_allergens|missing_country|missing_ean
ac5f717d-5b27-4bcc-9471-f51b046b47c3,Sos do makaronu Pad Thai 80g - Sen Soy,sos-do-makaronu-pad-thai-80g-sen-soy,https://asiandeligo.eshoper.pro/products/sos-do-makaronu-pad-thai-80g-sen-soy,"Sosy, marynaty",ADG-000499,,,7.4|7.4,100,https://img.zira.pl/asiandeligo/owner-images/folder01/ADG-000499/01-SAU_9608.jpg|https://img.zira.pl/asiandeligo/products/KIMCHI-2538/1.webp,,,cereals|fish|soybeans|molluscs,Pad Thai Noodle Sauce 80g - Sen Soy,"A flavorful sauce designed for Pad Thai noodles, ideal for a quick meal.",backlog,legacy_image_key|missing_country|missing_storage_zone|missing_ean
849b967b-398f-4639-bba2-c4254162b5b1,"Sos do Sindangdong Topokki, saszetka 180g - Sempio",sos-do-sindangdong-topokki-saszetka-180g-sempio,https://asiandeligo.eshoper.pro/products/sos-do-sindangdong-topokki-saszetka-180g-sempio,"Sosy, marynaty",ADG-000333,,,13.5|13.5,100,https://img.zira.pl/asiandeligo/products/KIMCHI-1387/1.webp,,,cereals|soybeans,"Sindangdong Topokki Sauce, sachet 180g - Sempio","A sauce specifically for Sindangdong Topokki, perfect for a delicious Korean dish.",backlog,legacy_image_key|missing_country|missing_storage_zone|missing_ean
abb37ea8-e700-4d1c-a5bc-2d953fa3d940,"Sos do topokki Spicy, saszetka 150g - Sempio",sos-do-topokki-spicy-saszetka-150g-sempio,https://asiandeligo.eshoper.pro/products/sos-do-topokki-spicy-saszetka-150g-sempio,"Sosy, marynaty",ADG-000335,,,9.99|9.99,100,https://img.zira.pl/asiandeligo/products/KIMCHI-1389/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-1389/2.webp,,,cereals|fish|soybeans|molluscs,"Spicy Topokki Sauce, sachet 150g - Sempio","A spicy sauce for making topokki, a popular Korean street food.",backlog,legacy_image_key|missing_country|missing_storage_zone|missing_ean
301ae8cb-a242-4f19-8b39-c93272fa93cb,"Sos do topokki Sweet&Spicy, saszetka 150g - Sempio",sos-do-topokki-sweet-and-spicy-saszetka-150g-sempio,https://asiandeligo.eshoper.pro/products/sos-do-topokki-sweet-and-spicy-saszetka-150g-sempio,"Sosy, marynaty",ADG-000334,,,9.99|9.99,100,https://img.zira.pl/asiandeligo/products/KIMCHI-1388/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-1388/2.webp,,,cereals|soybeans,"Sweet & Spicy Topokki Sauce, sachet 150g - Sempio","A sweet and spicy sauce for topokki, perfect for a flavorful dish.",backlog,legacy_image_key|missing_country|missing_storage_zone|missing_ean
17ff0e07-0b7e-4b2e-b339-31b9acdb52d7,Sos rybny sezonowany fermentowany 370g - Healthy Boy,sos-rybny-sezonowany-fermentowany-370g-healthy-boy,https://asiandeligo.eshoper.pro/products/sos-rybny-sezonowany-fermentowany-370g-healthy-boy,"Sosy, marynaty",ADG-000941,,,17.2|17.2,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4249/1.webp,,,fish,,,backlog,legacy_image_key|missing_english_translation|missing_english_description|missing_ean
0139efc2-ffed-41f3-8f01-b2813b647923,"Sos sojowy - mniej soli, naturalnie warzony 220ml - Sen Soy",sos-sojowy-mniej-soli-naturalnie-warzony-220ml-sen-soy,https://asiandeligo.eshoper.pro/products/sos-sojowy-mniej-soli-naturalnie-warzony-220ml-sen-soy,Sos sojowy,ADG-000478,,,8.7|8.7,100,https://img.zira.pl/asiandeligo/products/KIMCHI-2459/1.webp,,,cereals|soybeans,"Soy Sauce - Less Salt, Naturally Brewed 220ml - Sen Soy","Naturally brewed soy sauce with less salt, suitable for various dishes.",backlog,legacy_image_key|missing_country|missing_storage_zone|missing_ean
4bb280c0-2e98-463e-a470-a759171e5aaf,Sos Sriracha z żółtych papryczek chili 455ml - Flying Goose,sos-sriracha-z-zoltych-papryczek-chili-455ml-flying-goose,https://asiandeligo.eshoper.pro/products/sos-sriracha-z-zoltych-papryczek-chili-455ml-flying-goose,"Sosy, marynaty",ADG-000312,,,23.5|23.5,100,https://img.zira.pl/asiandeligo/products/KIMCHI-1305/1.webp,,,,Sriracha Sauce with Yellow Chili Peppers 455ml - Flying Goose,"Sriracha sauce made with yellow chili peppers, great for adding heat to your dishes.",backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
e5ff8107-07ec-4957-9b82-d2104389b346,"Suszona głożyna (jujube), chińskie czerwone daktyle Xinjiang 200g - Golden Lion",suszona-glozyna-jujube-chinskie-czerwone-daktyle-xinjiang-200g-golden-lion,https://asiandeligo.eshoper.pro/products/suszona-glozyna-jujube-chinskie-czerwone-daktyle-xinjiang-200g-golden-lion,Słodycze / Przekąski,ADG-001334,,,12.9|12.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5141/1.webp,,,,Dried Jujube (Chinese Red Dates) Xinjiang 200g - Golden Lion,"Dried jujube fruits, a versatile ingredient for snacks and desserts.",backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_ean
3c5e2f5f-88a6-4354-b7a5-89391fe01721,"Suszona głożyna (jujube), duże chińskie czerwone daktyle Xinjiang 500g - YueYueHong",suszona-glozyna-jujube-duze-chinskie-czerwone-daktyle-xinjiang-500g-yueyuehong,https://asiandeligo.eshoper.pro/products/suszona-glozyna-jujube-duze-chinskie-czerwone-daktyle-xinjiang-500g-yueyuehong,Słodycze / Przekąski,ADG-001632,,,43|43,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5538/1.webp,,,,Dried Jujube (Large Chinese Red Dates) Xinjiang 500g - YueYueHong,"Large dried jujube fruits, great for snacking or adding to dishes.",backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_ean
2da68988-e8b0-4ff4-9095-a467f89d08b5,"Suszone grzyby mun, całe 100g Asia Kitchen",suszone-grzyby-mun-cale-100g-asia-kitchen,https://asiandeligo.eshoper.pro/products/suszone-grzyby-mun-cale-100g-asia-kitchen,Grzyby mun,ADG-000062,,,11.2|11.2,100,https://img.zira.pl/asiandeligo/products/KIMCHI-224/1.webp|https://img.zira.pl/asiandeligo/products/KIMCHI-224/2.webp,,,,Dried Whole Shiitake Mushrooms 100g - Asia Kitchen,"Dried whole shiitake mushrooms are a classic ingredient in Asian cuisine, valued for their crunchy texture. Soak them to absorb flavors for stir-fries, soups, and salads.",backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
7467b6af-f729-4f89-8a10-bb59b7a4bdca,Suszone mango 200g - Xoai Say Deo,suszone-mango-200g-xoai-say-deo,https://asiandeligo.eshoper.pro/products/suszone-mango-200g-xoai-say-deo,Słodycze / Przekąski,ADG-001037,,,18.9|18.9,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4510/1.webp,,,,Dried Mango 200g - Xoai Say Deo,"Dried mango is a sweet snack that offers a delicious tropical flavor, perfect for snacking or adding to dishes.",backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_ean
0a660edc-8a92-411c-b1d6-09d17f8533da,Suszone owoce jagód goji 150g Golden Lion,suszone-owoce-jagod-goji-150g-golden-lion,https://asiandeligo.eshoper.pro/products/suszone-owoce-jagod-goji-150g-golden-lion,Słodycze / Przekąski,ADG-001612,,,14.99|14.99,100,https://img.zira.pl/asiandeligo/products/KIMCHI-5517/1.webp,,,,Dried Goji Berries 150g - Golden Lion,"Dried goji berries in a 150g package, perfect for snacking or adding to dishes.",backlog,legacy_image_key|non_ascii_category_slug|missing_allergens|missing_ean
bc43181c-d05b-4229-92c9-43965a729889,Syrop Klonowy 250g Kanadyjski 100% - Vertmont,syrop-klonowy-250g-kanadyjski-100-vertmont,https://asiandeligo.eshoper.pro/products/syrop-klonowy-250g-kanadyjski-100-vertmont,Syropy,ADG-000931,,,25|25,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4218/1.webp,,,,Maple Syrup 250g Canadian 100% - Vertmont,"100% Canadian maple syrup in a 250g bottle, perfect for pancakes and desserts.",backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
c89cb9ca-95d5-4b0c-9ddd-b1311cecc694,Syrop koncentrat brzoskwinia 600ml - Teisseire,syrop-koncentrat-brzoskwinia-600ml-teisseire,https://asiandeligo.eshoper.pro/products/syrop-koncentrat-brzoskwinia-600ml-teisseire,Napoje,ADG-000945,,,26|26,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4265/1.webp,,,,Peach Syrup Concentrate 600ml - Teisseire,"Peach syrup concentrate in a 600ml bottle, ideal for making drinks and desserts.",backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
76a16fe0-1c14-4e49-aaec-2c1214386347,Syrop koncentrat brzoskwinia Zero cukru 600ml - Teisseire,syrop-koncentrat-brzoskwinia-zero-cukru-600ml-teisseire,https://asiandeligo.eshoper.pro/products/syrop-koncentrat-brzoskwinia-zero-cukru-600ml-teisseire,Napoje,ADG-000949,,,25|25,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4273/1.webp,,,,Peach Syrup Zero Sugar 600ml - Teisseire,"Zero sugar peach syrup in a 600ml bottle, suitable for flavoring beverages and desserts.",backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
a7bff741-d576-4c46-87e4-67facbbf784a,Syrop koncentrat cytryna i limonka Zero cukru 600ml - Teisseire,syrop-koncentrat-cytryna-i-limonka-zero-cukru-600ml-teisseire,https://asiandeligo.eshoper.pro/products/syrop-koncentrat-cytryna-i-limonka-zero-cukru-600ml-teisseire,Napoje,ADG-000950,,,25|25,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4274/1.webp,,,,Lemon and Lime Syrup Zero Sugar 600ml - Teisseire,"Zero sugar lemon and lime syrup in a 600ml bottle, perfect for refreshing drinks.",backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
6c168608-7f5c-4247-b97a-54d1f73d9a56,Syrop koncentrat kwiat bzu Zero cukru 600ml - Teisseire,syrop-koncentrat-kwiat-bzu-zero-cukru-600ml-teisseire,https://asiandeligo.eshoper.pro/products/syrop-koncentrat-kwiat-bzu-zero-cukru-600ml-teisseire,Napoje,ADG-000951,,,26|26,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4275/1.webp,,,,Elderflower Syrup Zero Sugar 600ml - Teisseire,"Zero sugar elderflower syrup in a 600ml bottle, great for adding flavor to drinks.",backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
fa928e39-95b9-4abf-9d63-f6c4e7e4d0ff,Syrop koncentrat marakuja 600ml - Teisseire,syrop-koncentrat-marakuja-600ml-teisseire,https://asiandeligo.eshoper.pro/products/syrop-koncentrat-marakuja-600ml-teisseire,Napoje,ADG-000944,,,26|26,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4263/1.webp,,,,Passion Fruit Syrup Concentrate 600ml - Teisseire,A concentrated syrup for making drinks with a passion fruit flavor.,backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
a401aa80-f5d7-4241-a8e7-7915bdc8f38d,Syrop koncentrat marakuja Zero cukru 600ml - Teisseire,syrop-koncentrat-marakuja-zero-cukru-600ml-teisseire,https://asiandeligo.eshoper.pro/products/syrop-koncentrat-marakuja-zero-cukru-600ml-teisseire,Napoje,ADG-000953,,,25|25,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4277/1.webp,,,,Sugar-Free Passion Fruit Syrup Concentrate 600ml - Teisseire,A sugar-free concentrated syrup for making drinks with a passion fruit flavor.,backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
1dfcdc8e-69b8-4f0a-9326-723e63a51318,Syrop koncentrat Orange Spritz Zero cukru 600ml - Teisseire,syrop-koncentrat-orange-spritz-zero-cukru-600ml-teisseire,https://asiandeligo.eshoper.pro/products/syrop-koncentrat-orange-spritz-zero-cukru-600ml-teisseire,Napoje,ADG-000947,,,25|25,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4268/1.webp,,,,Sugar-Free Orange Spritz Syrup Concentrate 600ml - Teisseire,A sugar-free concentrated syrup for making drinks with an orange spritz flavor.,backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
3c324c36-5aae-4093-9522-f58ce26f3b8a,Syrop koncentrat owoce tropikalne Zero cukru 600ml - Teisseire,syrop-koncentrat-owoce-tropikalne-zero-cukru-600ml-teisseire,https://asiandeligo.eshoper.pro/products/syrop-koncentrat-owoce-tropikalne-zero-cukru-600ml-teisseire,Napoje,ADG-000948,,,25|25,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4270/1.webp,,,,Sugar-Free Tropical Fruit Syrup Concentrate 600ml - Teisseire,A sugar-free concentrated syrup for making drinks with a tropical fruit flavor.,backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
1ddc9e66-d1f6-4311-bd89-d0700384c387,Syrop koncentrat Pina Colada Zero cukru 600ml - Teisseire,syrop-koncentrat-pina-colada-zero-cukru-600ml-teisseire,https://asiandeligo.eshoper.pro/products/syrop-koncentrat-pina-colada-zero-cukru-600ml-teisseire,Napoje,ADG-000954,,,25|25,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4278/1.webp,,,,Sugar-Free Pina Colada Syrup Concentrate 600ml - Teisseire,A sugar-free concentrated syrup for making drinks with a pina colada flavor.,backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
28fb2b31-7c88-4d0d-a9bf-2b3c18db09b6,Syrop koncentrat pomarańcza Bez cukru 600ml - Teisseire,syrop-koncentrat-pomarancza-bez-cukru-600ml-teisseire,https://asiandeligo.eshoper.pro/products/syrop-koncentrat-pomarancza-bez-cukru-600ml-teisseire,Napoje,ADG-000956,,,25|25,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4284/1.webp,,,,Sugar-Free Orange Syrup Concentrate 600ml - Teisseire,A sugar-free concentrated syrup for making drinks with an orange flavor.,backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
a9d04044-4f3b-481d-91d7-f781225457ce,Syrop koncentrat truskawka i malina Zero cukru 600ml - Teisseire,syrop-koncentrat-truskawka-i-malina-zero-cukru-600ml-teisseire,https://asiandeligo.eshoper.pro/products/syrop-koncentrat-truskawka-i-malina-zero-cukru-600ml-teisseire,Napoje,ADG-000952,,,25|25,100,https://img.zira.pl/asiandeligo/products/KIMCHI-4276/1.webp,,,,Sugar-Free Strawberry and Raspberry Syrup Concentrate 600ml - Teisseire,A sugar-free concentrated syrup for making drinks with strawberry and raspberry flavors.,backlog,legacy_image_key|missing_allergens|missing_storage_zone|missing_ean
